DSM_Qvec	DSM_Int	DSM_Error
0.006641658218879434	57463.48084273437	1144.092967690801
0.006802278349368108	51236.35685618006	874.9108049670081
0.006964057012577837	48186.22791648962	702.6384313478684
0.007127022921737192	44935.39844212521	605.0323627031171
0.007297739558982922	40839.92410948112	567.9698668381923
0.007476366217860232	38138.10805439846	534.0211038523139
0.007656334115425527	34515.97081436773	492.1671211023725
0.007837674024709041	30715.04737717753	440.0764665785084
0.008027150266316918	28576.82531431115	360.2164124258675
0.008218078451173049	26386.14520341533	293.0621981635907
0.008417362233484054	24209.37246301632	301.0101361481326
0.008618180007895524	21513.50521148836	385.5098644186251
0.00882056472268173	18957.10005179688	479.8996841821623
0.009031546455826368	18037.86800543866	504.0612963880341
0.009251306230826963	15675.01855745545	455.9325288042224
0.009472808545147399	14245.69534321747	410.7987747172277
0.00969608853391507	13387.27398975471	404.6611197614639
0.009928403381981284	11495.68363410748	395.6110773224256
0.0101625868344902	10879.84001474562	347.5844281866694
0.01040605292130514	9598.156121864675	279.0483421206072
0.01065895922586977	8993.070993312367	228.872119302872
0.0109139665147997	8131.332263183854	213.8522412269747
0.01117107217402908	7617.15190107639	211.907106369727
0.01143793957692961	6487.298443904063	191.1540295022314
0.01170700431089847	5962.562358300315	161.4417194580947
0.01198610107921543	5416.053548797661	156.4949755495046
0.01227535761233557	5151.77897784252	170.392341528247
0.01256710788937052	4436.705115359061	164.3193021123277
0.01286130506165296	4286.761894802687	126.7494779166812
0.01316605558444243	3917.467077159904	84.00745444418736
0.01348149414488305	3549.032221831159	58.51178089666689
0.01379969240962688	3262.726495261513	49.04676219770964
0.01412887791804329	2986.766716231773	48.58406794537266
0.01446093765769315	2683.482808013818	57.56082076928723
0.0148042920944389	2451.30184326828	76.52580749504654
0.0151591355898877	2150.226824944371	93.95680155896255
0.01551714208831253	2178.245095554279	92.55220990362838
0.01587830994819987	1912.883282601323	73.16685213337584
0.01625136349865578	1740.366379309592	57.55954651483692
0.01663650669068047	1594.987610706846	60.1851556152165
0.01703400075847795	1512.411717049881	70.86812690486251
0.01744405921494782	1201.955589824132	74.05668105374689
0.01785790261811261	1146.348623635698	75.24355210116238
0.01827553003236496	1121.147783230642	89.28886686549826
0.01870615781898402	907.4568571533346	108.8783467140794
0.01915000943008732	1067.291726652073	113.9457627564539
0.01959797931639967	823.0452057687932	109.3628537748927
0.02005954407897774	755.4410310432359	118.3445489630367
0.02053493715334235	861.8216703196741	136.5176757762417
0.02102445650845477	451.4360046622577	131.9764886995351
0.02151859457154519	605.0518599046704	98.19133140196726
0.02201741260773126	583.5826326547493	66.26858635459087
0.02254071953329571	516.5117318012	56.73171663167098
0.02307905025343263	330.0027511069257	55.65584507039398
0.023622596651977	399.625608027942	45.60592198837911
0.02418158807142037	357.7680542163549	30.09607797631702
0.02475628869191092	305.8498870308977	19.30741508895181
0.02533660387031181	304.3295481985731	14.46272269651961
0.02593306700430589	286.3837942361156	12.92610695676614
0.02654595297587702	264.5685356048833	13.2122754899306
0.02716486970783813	266.4305654921578	13.26516468873376
0.02780066592284779	227.0959596506209	12.20370043530616
0.02846458312029381	187.8961589156214	11.48279318349497
0.02903297815083836	172.8481069049286	11.53509498516708
0.0302149818337535	165.2836172775432	10.71496494220729
0.03055271292580019	142.8633984389222	8.032351700206418
0.03124397084672305	138.0140287073072	4.637662365372636
0.03197637096313642	128.9334536178551	2.372764787619889
0.03272779051076467	118.4808450469388	1.890326557634137
0.03349854842491505	108.1570294790405	2.78937093314593
0.03428904864824217	105.688085764295	4.708690529472024
0.035099621366597	97.56384737079409	6.94196260973283
0.03591855796628641	67.94455714500197	8.101786953494187
0.0367581163542766	77.53984636454337	7.771142419376524
0.03763101772700574	76.03852687943677	6.987373567842964
0.03852553229383093	52.86937036940746	6.503595866083859
0.03942946320724673	50.91841522180063	6.445432145156794
0.0403555953151717	60.35101961300457	7.114809395818876
0.0413042942526115	47.2499293156872	8.477051771440596
0.04227602151178317	52.33262548107675	9.393595701889211
0.0432711547414697	20.31773574386488	8.794911785883675
0.0442901702059207	23.78480212675314	7.613341698725264
0.04533345776440048	32.65324344920749	7.601042138456038
0.04533865302801132	30.44334411621094	9.67563533782959
0.04638789366281584	19.56315326519126	8.349614583047602
0.04693316295742989	26.26468849182129	6.391415596008301
0.04748101227030321	35.79068573517084	7.852996459093998
0.0485837459564209	23.66436386108398	7.554207801818848
0.04859970232514284	20.05318747604035	5.627092154880014
0.04973051593546411	20.61660642406608	3.355849684341532
0.05029238015413284	19.81735610961914	3.221059322357178
0.05090179438069004	21.23055334393388	2.519373453557303
0.05206110700964928	18.45501327514648	5.876900672912598
0.05210010532851125	25.18323820152552	2.804667463600543
0.05332598641163407	15.39193208529329	3.320233729425113
0.05389203503727913	15.12042713165283	2.091359376907349
0.05457987836050234	10.52821097640223	3.857616445825019
0.0557873398065567	13.72103214263916	3.260911703109741
0.05586233475498266	17.18576528487645	4.300006605173634
0.05717380957910268	9.229969758700879	4.194560450347013
0.05774931609630585	11.41948509216309	1.589253306388855
0.05851487260816322	15.32075396748755	3.385003076409765
0.0597802922129631	10.6810245513916	3.388896465301514
0.0598859912988246	9.941577799328254	2.395524474441042
0.06128775187387289	8.565090472770571	1.966674593404399
0.06188269704580307	9.006457328796387	0.8732696175575256
0.06273632644889857	5.46488477069008	2.264474112878028
0.06405904144048691	7.454858303070068	0.8910052180290222
0.06421691967219761	9.451108220439611	2.720294302769661
0.06571410359263724	4.121857401780234	2.708874251987815
0.06631192564964294	6.927744388580322	0.8136562705039978
0.06726035900297274	8.509286861511832	2.231691337065721
0.06864403188228607	5.957458019256592	0.5152392387390137
0.06884027217011106	5.795565802650918	1.929462322877915
0.07105814665555954	5.271541118621826	0.3752661645412445
0.07355718314647675	4.54099178314209	0.4623950719833374
0.07614409923553467	4.08801794052124	0.311295747756958
0.07882200181484222	3.457582712173462	0.2008894681930542
0.0815940797328949	3.041149854660034	0.1637406200170517
0.08446364849805832	2.688098430633545	0.1470678150653839
0.08743411302566528	2.351168870925903	0.117742657661438
0.0905090719461441	2.163082838058472	0.1081593707203865
0.09369216859340668	1.866693735122681	0.07913675159215927
0.09698721021413803	1.641026020050049	0.06749872118234634
0.1003981381654739	1.500153779983521	0.05381422117352486
0.1039290130138397	1.33718729019165	0.03376792743802071
0.107584074139595	1.180912971496582	0.03531602770090103
0.1113676875829697	1.083329916000366	0.0256776325404644
0.1152843534946442	0.9492256641387939	0.02038283459842205
0.119338758289814	0.8515511751174927	0.01487359963357449
0.1235357597470284	0.8066899180412292	0.01214857492595911
0.1278803795576096	0.7527768611907959	0.006232984829694033
0.1323777586221695	0.7227093577384949	0.006522137206047773
0.1370333284139633	0.7552599310874939	0.01454022340476513
0.1418526321649551	0.738054096698761	0.01245753932744265
0.1468414068222046	0.7308768033981323	0.009245892055332661
0.1520056575536728	0.7676697373390198	0.01017411146312952
0.1573515087366104	0.7932322025299072	0.004504807759076357
0.162885382771492	0.8143323063850403	0.002692149952054024
0.1686138510704041	0.8378504514694214	0.007111071143299341
0.1745437979698181	0.8796766400337219	0.00604624766856432
0.1806823015213013	0.9107665419578552	0.006010455079376698
0.1870366632938385	0.9724447727203369	0.007702461909502745
0.1936145275831223	1.009137511253357	0.006453280337154865
0.2004237323999405	1.056972146034241	0.009564639069139957
0.2074723690748215	1.094768643379211	0.009188536554574966
0.2147689312696457	1.103438138961792	0.006645149551331997
0.2223221063613892	1.113544583320618	0.006137324962764978
0.2301409244537354	1.140694737434387	0.004975036717951298
0.2382346838712692	1.169822931289673	0.003834888804703951
0.2466131150722504	1.199180960655212	0.003340805182233453
0.2552862167358398	1.230467677116394	0.002562131034210324
0.2642642855644226	1.24491548538208	0.004161755554378033
0.2735581696033478	1.273424386978149	0.003416470484808087
0.2831788957118988	1.303101181983948	0.002959934063255787
0.2931379377841949	1.321728348731995	0.002686968538910151
0.3034472465515137	1.347972631454468	0.002562982961535454
0.3141191303730011	1.370506167411804	0.00347277382388711
0.3251663148403168	1.404892444610596	0.003134064376354218
0.3366020321846008	1.423175454139709	0.003005516482517123
0.3484399318695068	1.443908333778381	0.002580042695626616
0.3606941103935242	1.452271103858948	0.003047841135412455
0.3733793199062347	1.451472640037537	0.002810693345963955
0.3865106105804443	1.435585379600525	0.002430430380627513
0.400103747844696	1.409133076667786	0.002369034336879849
0.414174884557724	1.360366821289062	0.002302650129422545
0.428740918636322	1.320741772651672	0.002941337646916509
0.4438192546367645	1.269909739494324	0.002457275288179517
0.4594278335571289	1.224904298782349	0.002315872581675649
0.4755853414535522	1.177935481071472	0.002431627362966537
0.4923111200332642	1.142780780792236	0.002635701093822718
0.5096250772476196	1.091448307037354	0.002512937411665916
0.5275480151176453	1.049798130989075	0.00227343151345849
0.5461012125015259	1.009706854820251	0.002290973672643304
0.5653069615364075	0.9748461246490479	0.002163694240152836
0.5851881504058838	0.9369356036186218	0.002065433887764812
0.6057685017585754	0.9053102731704712	0.00183786079287529
0.6270726323127747	0.875659704208374	0.001725952140986919
0.6491260528564453	0.8425896167755127	0.001749812858179212
0.6719549894332886	0.816547691822052	0.001761798746883869
0.6955868601799011	0.7959222197532654	0.001889580860733986
0.7200498580932617	0.7647765278816223	0.001711507327854633
0.7453730702400208	0.7370733618736267	0.001555869006551802
0.7715869545936584	0.7105851173400879	0.00148367858491838
0.7987228035926819	0.6814229488372803	0.001415573642589152
0.8268129229545593	0.6527707576751709	0.001345749828033149
0.8558909296989441	0.6266348958015442	0.001250441651791334
0.8859915733337402	0.6058045625686646	0.001274058129638433
0.9171508550643921	0.5767361521720886	0.001203758060000837
0.9494059085845947	0.5560863018035889	0.001170960254967213
0.9827953577041626	0.5303931832313538	0.001187859568744898
1.017359137535095	0.5125048756599426	0.001282869139686227
1.053138375282288	0.4830693304538727	0.001046280725859106
1.090175986289978	0.4607420563697815	0.001007728162221611
1.12851619720459	0.4450592696666718	0.0009959165472537279
1.168204784393311	0.4329362511634827	0.00110990705434233
1.209289073944092	0.4151456952095032	0.001164131215773523
1.251818418502808	0.3930898904800415	0.0008534570806659758
1.295843362808228	0.3758235275745392	0.0007964828982949257
1.341416597366333	0.3597756624221802	0.000811143487226218
1.388592600822449	0.3486759662628174	0.0007727809716016054
1.437427759170532	0.3607474267482758	0.0007922473014332354
1.487980365753174	0.3258650898933411	0.0006908727809786797
1.540310859680176	0.3120801150798798	0.0006948615191504359
1.594481706619263	0.300095409154892	0.000673765956889838
1.65055775642395	0.284977525472641	0.0007857864839024842
1.708605885505676	0.2859919369220734	0.0009137262823060155
